loss,val_loss
0.25514206290245056,0.08888743817806244
0.08893892168998718,0.08816389739513397
0.08882217109203339,0.08814801275730133
0.08883076906204224,0.08809725195169449
0.08880223333835602,0.08807896077632904
0.08877713233232498,0.08814282715320587
0.08878122270107269,0.08806595951318741
0.08876512199640274,0.08807965368032455
0.0887577012181282,0.08807827532291412
0.08876007050275803,0.08808569610118866
0.08879632502794266,0.08818692713975906
0.08882849663496017,0.08810100704431534
0.08877605944871902,0.08808638900518417
0.088783860206604,0.08808442950248718
0.08876490592956543,0.08808358758687973
